Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
430,26,Male,2.86,774,Arts,0.97,0.53,0.58,Average
431,27,Female,2.66,634,Engineering,0.95,0.76,0.31,Poor
432,23,Male,3.95,427,Arts,0.91,0.36,0.27,Average
433,27,Male,3.73,675,Engineering,0.66,0.11,0.9,Average
434,27,Male,2.65,667,Science,0.79,0.51,0.84,Good
435,23,Male,2.93,300,Arts,0.89,0.26,0.01,Good
436,18,Male,2.83,622,Arts,0.7,0.62,0.18,Average
437,21,Male,2.3,555,Engineering,0.61,0.52,0.72,Poor
438,27,Female,3.92,338,Arts,0.77,0.78,0.85,Poor
439,23,Male,2.81,768,Science,0.77,0.58,0.72,Average
440,23,Male,3.75,330,Engineering,0.63,0.43,0.53,Average
441,28,Male,2.38,748,Engineering,0.73,0.12,0.98,Average
442,29,Female,3.1,667,Engineering,0.97,0.12,0.8,Average
443,22,Female,2.05,679,Science,0.7,0.64,0.47,Good
444,18,Male,3.53,310,Science,0.83,0.88,0.58,Average
445,25,Female,3.16,352,Arts,0.8,0.41,0.04,Average
446,22,Male,3.25,441,Engineering,0.94,0.53,0.96,Poor
447,29,Female,2.1,478,Science,0.86,0.59,0.36,Average
448,29,Male,2.42,562,Arts,0.66,0.48,0.66,Average
449,29,Female,2.15,607,Science,0.66,0.06,0.67,Average
450,22,Female,2.58,374,Science,0.82,0.59,0.06,Average
451,24,Female,3.25,334,Science,0.62,0.14,0.27,Average
452,21,Male,3.13,705,Arts,0.76,0.56,0.66,Poor
453,23,Male,3.22,493,Science,0.76,0.78,0.91,Good
454,21,Male,3.1,694,Science,0.68,0.01,0.78,Good
455,20,Female,2.55,618,Science,0.72,0.43,0.58,Poor
456,24,Female,2.49,405,Engineering,0.73,0.75,0.23,Average
457,25,Male,2.27,517,Science,0.6,0.53,0.95,Poor
458,21,Female,3.7,272,Engineering,0.92,0.24,0.4,Average
459,19,Male,3.23,458,Science,0.98,0.7,0.15,Good
460,29,Male,2.37,557,Engineering,0.72,0.78,0.02,Good
461,27,Male,2.35,347,Science,0.64,0.36,0.95,Good
462,20,Male,3.75,424,Engineering,0.98,0.3,0.78,Average
463,18,Female,3.49,304,Engineering,0.9,0.55,0.22,Average
464,25,Female,3.32,755,Engineering,0.96,0.37,0.14,Poor
465,20,Female,2.81,555,Science,0.74,0.84,0.96,Average
466,29,Male,2.52,737,Arts,0.79,0.78,0.24,Average
467,27,Female,3.96,460,Engineering,0.97,0.31,0.46,Good
468,24,Male,3.59,770,Engineering,0.78,0.46,0.61,Average
469,27,Male,2.6,772,Engineering,0.87,0.89,0.06,Poor
470,22,Male,3.7,269,Engineering,0.88,0.15,0.34,Poor
471,27,Male,3.52,646,Engineering,0.93,0.75,0.94,Good
472,22,Male,2.59,646,Arts,0.99,0.32,0.7,Average
473,24,Male,2.85,456,Science,0.73,0.12,0.37,Good
474,26,Female,2.37,730,Arts,0.7,0.12,0.79,Good
475,29,Female,2.22,318,Science,0.63,0.28,0.84,Poor
476,22,Female,3.45,265,Arts,0.94,0.55,0.15,Good
477,18,Female,2.54,444,Science,0.72,0.91,0.59,Good
478,27,Male,3.64,256,Engineering,0.62,0.3,0.37,Poor
479,27,Male,3.99,243,Science,0.95,0.2,0.51,Good
480,18,Female,2.15,723,Science,0.8,0.48,0.47,Good
481,19,Female,2.95,623,Engineering,0.94,0.16,0.5,Average
482,23,Female,3.6,735,Engineering,0.82,0.27,0.52,Average
483,26,Female,3.58,594,Science,0.73,0.99,0.07,Average
484,25,Female,3.52,649,Science,0.65,0.56,0.18,Average
485,22,Female,2.7,456,Engineering,0.77,0.78,0.57,Poor
486,18,Female,2.91,560,Arts,0.61,0.21,0.94,Poor
487,24,Female,3.19,579,Engineering,0.84,0.52,0.75,Average
488,22,Male,3.95,642,Science,0.77,0.51,0.24,Good
489,23,Male,2.66,733,Science,0.66,0.81,0.36,Good
490,24,Male,3.85,673,Science,0.81,0.02,0.34,Good
491,20,Male,2.54,356,Engineering,0.92,0.86,0.77,Average
492,29,Female,3.98,288,Engineering,0.99,0.08,0.97,Good
493,27,Male,3.34,401,Arts,0.81,0.92,0.36,Poor
494,20,Female,2.93,661,Science,0.65,0.14,0.01,Average
495,22,Male,3.23,680,Science,0.92,0.53,0.94,Average
496,23,Female,2.55,756,Engineering,0.88,0.1,0.75,Good
497,26,Female,2.55,653,Science,0.98,0.45,0.83,Average
498,29,Male,2.23,669,Arts,0.81,0.3,0.21,Good
499,22,Male,2.23,579,Engineering,0.74,0.42,0.65,Average
500,18,Female,2.7,600,Science,0.99,0.55,0.23,Good
501,21,Female,3.53,278,Engineering,0.82,0.46,0.01,Good
502,22,Female,3.22,750,Engineering,0.61,0.02,0.16,Good
503,29,Male,2.21,585,Arts,0.79,0.86,0.92,Good
504,27,Male,3.7,542,Engineering,0.6,0.09,0.22,Good
505,27,Female,3.2,644,Science,0.9,0.98,0.59,Poor
506,22,Male,3.92,251,Arts,0.83,0.85,0.97,Poor
507,24,Female,3.34,450,Engineering,0.64,0.56,0.08,Good
508,21,Male,2.35,528,Science,0.93,0.25,0.81,Poor
509,18,Male,2.95,693,Engineering,0.81,0.09,0.6,Good
510,22,Male,3.3,549,Engineering,0.65,0.67,0.32,Good
511,24,Male,2.06,658,Arts,0.66,0.2,0.36,Poor
512,27,Male,2.03,697,Arts,0.93,0.73,0.03,Poor
513,27,Female,2.26,324,Arts,0.74,0.83,0.26,Good
514,23,Female,2.5,403,Arts,0.93,0.99,0.42,Poor
515,22,Male,2.86,220,Science,0.63,0.5,0.72,Average
516,21,Female,2.97,789,Engineering,0.7,0.97,0.27,Poor
517,19,Female,2.28,762,Arts,0.91,0.15,0.58,Good
518,21,Male,3.35,561,Science,0.86,0.84,0.73,Average
519,27,Female,3.19,560,Arts,0.72,0.36,0.7,Poor
520,27,Male,2.59,315,Engineering,0.97,0.36,0.59,Poor
521,20,Female,2.03,254,Arts,0.68,0.27,0.58,Poor
522,27,Female,2.16,491,Engineering,0.94,0.17,0.72,Poor
523,18,Female,2.78,250,Engineering,0.88,0.44,0.34,Poor
524,25,Female,2.31,453,Science,0.65,0.99,0.45,Good
525,22,Female,2.75,691,Arts,0.82,0.33,0.97,Poor
526,21,Female,3.26,772,Arts,0.97,0.46,0.67,Average
527,25,Female,3.09,424,Engineering,0.85,0.23,0.52,Poor
528,24,Male,2.46,668,Arts,0.81,0.34,0.58,Poor
529,19,Male,2.69,302,Engineering,0.75,0.06,0.1,Good
530,18,Male,3.23,247,Science,0.92,0.96,0.59,Good
531,29,Male,3.72,541,Arts,0.97,0.51,0.84,Average
532,28,Female,3.51,432,Engineering,0.9,0.73,0.52,Good
533,21,Female,3.11,781,Arts,0.89,0.51,0.18,Average
534,25,Female,2.72,758,Arts,0.68,0.77,0.45,Poor
535,29,Male,2.73,427,Science,0.93,0.53,0.28,Good
536,19,Male,3.76,721,Engineering,0.62,0.7,0.36,Poor
537,20,Male,2.08,791,Science,0.9,0.68,0.23,Poor
538,29,Female,3.98,212,Science,0.68,0.53,0.33,Good
539,18,Male,3.33,698,Science,0.79,0.23,0.82,Good
540,18,Female,3.36,644,Engineering,0.88,0.21,0.76,Good
541,20,Male,2.08,539,Engineering,0.9,0.87,0.49,Poor
542,28,Female,3.21,523,Arts,0.96,0.12,0.78,Good
543,22,Male,2.97,795,Engineering,0.71,0.56,0.98,Average
544,29,Female,2.21,797,Science,0.69,0.5,0.41,Average
545,20,Male,2.56,356,Engineering,1.0,0.8,0.98,Good
546,18,Male,3.78,774,Arts,0.68,0.14,0.25,Average
547,18,Female,3.1,630,Science,0.87,0.69,0.95,Good
548,25,Female,2.83,754,Arts,0.98,0.61,0.86,Poor
549,27,Male,2.15,606,Engineering,0.96,0.7,0.2,Average
550,28,Female,3.43,357,Arts,0.78,0.62,0.35,Average
551,29,Male,3.41,384,Arts,0.86,0.56,0.71,Average
552,29,Female,3.23,690,Engineering,0.81,0.93,0.19,Average
553,19,Male,3.02,735,Arts,0.74,0.35,0.59,Average
554,20,Female,2.87,556,Engineering,0.66,0.18,0.53,Poor
555,19,Male,3.19,561,Science,0.92,0.8,0.29,Average
556,20,Male,2.47,423,Arts,0.64,0.13,0.3,Good
557,24,Male,3.88,403,Science,0.84,0.68,0.52,Average
558,18,Female,3.18,207,Engineering,0.84,0.55,0.3,Good
559,27,Male,2.62,671,Engineering,0.73,0.0,0.18,Good
560,25,Female,2.9,371,Arts,0.65,0.24,0.77,Poor
561,27,Female,3.61,295,Arts,0.92,0.5,0.58,Average
562,27,Female,2.32,505,Engineering,0.78,0.33,0.44,Poor
563,27,Male,2.59,457,Engineering,0.89,0.43,0.18,Average
564,19,Female,3.36,673,Science,0.61,0.6,0.59,Average
565,20,Female,2.63,499,Science,0.63,0.73,0.63,Poor
566,26,Female,3.59,664,Arts,0.67,0.15,0.48,Poor
567,24,Male,2.26,527,Arts,0.65,0.28,0.37,Good
568,21,Female,3.53,309,Arts,0.68,0.64,0.87,Good
569,27,Female,2.14,328,Arts,0.87,0.59,0.7,Good
570,22,Female,2.03,336,Arts,0.62,0.74,0.36,Poor
571,19,Female,3.8,738,Arts,0.62,0.64,0.59,Average
572,28,Male,3.16,363,Arts,0.61,0.33,0.23,Good
573,25,Male,2.7,548,Arts,0.88,0.5,0.01,Poor
574,21,Female,2.47,662,Science,0.81,0.88,0.87,Good
575,26,Female,3.23,703,Engineering,0.75,0.19,0.82,Average
576,22,Female,3.02,350,Engineering,0.87,0.38,0.64,Poor
577,26,Female,3.98,445,Arts,0.82,0.84,0.81,Poor
578,21,Male,3.97,309,Engineering,0.6,0.36,0.78,Average
579,27,Male,3.27,784,Arts,0.94,0.41,0.86,Poor
580,22,Male,2.89,474,Science,0.74,0.32,0.89,Poor
581,26,Male,2.98,266,Arts,0.76,0.9,0.82,Poor
582,25,Female,3.36,249,Science,0.91,0.66,0.85,Good
583,20,Female,2.2,714,Science,0.67,0.21,0.5,Average
584,18,Male,2.66,425,Science,0.6,0.75,0.71,Good
585,20,Male,2.15,777,Arts,0.96,0.04,0.33,Average
586,21,Female,2.15,705,Science,0.8,0.4,0.86,Poor
587,19,Female,2.39,354,Arts,0.74,0.91,0.86,Average
588,18,Female,2.97,679,Science,0.93,0.69,0.07,Poor
589,24,Female,3.57,310,Science,0.61,0.79,0.35,Poor
590,25,Female,2.97,682,Engineering,0.68,0.93,0.17,Average
591,24,Male,2.67,473,Arts,0.66,0.77,0.14,Poor
592,22,Male,2.16,354,Engineering,0.9,0.09,0.41,Good
593,29,Female,3.1,366,Science,0.72,0.23,0.63,Average
594,18,Female,2.54,218,Engineering,0.91,0.5,0.34,Average
595,24,Male,3.23,544,Science,0.62,0.01,0.31,Average
596,24,Female,3.95,768,Engineering,0.84,0.62,0.09,Poor
597,26,Male,2.22,493,Engineering,0.73,0.66,0.38,Good
598,20,Male,2.42,661,Arts,0.67,0.7,0.47,Average
599,26,Male,2.95,537,Arts,0.93,0.56,0.4,Poor
600,18,Male,3.94,651,Engineering,0.76,0.45,0.68,Good
601,18,Female,3.54,543,Engineering,0.83,0.86,0.29,Poor
602,21,Female,3.8,284,Arts,0.61,0.77,0.72,Poor
603,26,Male,2.67,588,Science,0.92,0.61,0.88,Good
604,23,Female,3.98,426,Science,0.71,0.05,0.59,Poor
605,28,Female,2.21,485,Science,0.88,0.69,0.39,Good
606,20,Female,2.11,483,Science,0.9,0.56,0.18,Average
607,18,Female,3.71,308,Engineering,0.65,0.69,0.93,Average
608,21,Male,3.85,334,Science,0.72,0.31,0.75,Good
609,29,Female,2.18,490,Engineering,0.89,0.78,0.25,Poor
610,26,Male,2.23,707,Engineering,0.69,0.42,0.15,Average
611,20,Male,2.07,228,Science,0.94,0.89,0.05,Good
612,29,Female,2.21,593,Science,0.72,0.1,0.19,Good
613,26,Male,2.42,226,Science,0.76,0.48,0.73,Poor
614,24,Female,3.94,666,Arts,0.64,0.21,0.63,Poor
615,29,Female,3.34,212,Engineering,0.66,0.45,0.97,Average
616,21,Male,3.56,753,Science,0.71,0.35,0.32,Average
617,20,Female,3.55,644,Arts,0.62,0.8,0.79,Average
618,27,Male,3.07,423,Engineering,0.68,0.17,0.12,Poor
619,22,Male,3.59,662,Engineering,0.76,0.6,0.56,Average
620,22,Female,3.19,220,Engineering,0.75,0.41,0.47,Good
621,20,Female,2.63,586,Science,0.68,0.52,0.84,Good
622,29,Female,3.12,525,Science,0.63,0.71,0.7,Average
623,26,Male,3.07,666,Engineering,0.73,0.36,0.19,Poor
624,21,Female,3.65,721,Engineering,0.9,0.37,0.98,Average
625,28,Male,3.96,424,Arts,0.8,0.08,0.82,Good
626,22,Male,2.82,674,Arts,0.98,0.55,0.35,Average
627,21,Female,3.53,657,Engineering,0.66,0.42,0.83,Good
628,22,Female,2.2,412,Arts,0.68,0.81,0.96,Poor
629,24,Female,3.55,680,Engineering,0.71,0.44,0.89,Good
630,26,Male,2.74,379,Arts,0.61,0.97,0.56,Average
631,24,Female,2.08,737,Engineering,0.98,0.17,0.58,Poor
632,22,Male,2.73,726,Science,0.78,0.27,0.11,Poor
633,27,Female,3.22,221,Engineering,0.79,0.39,0.16,Poor
634,27,Female,2.24,544,Science,0.66,0.17,0.98,Average
635,24,Male,3.85,776,Engineering,0.95,0.97,0.77,Good
636,27,Male,2.16,220,Science,0.88,0.64,0.03,Average
637,22,Female,3.86,607,Arts,0.77,0.01,0.55,Good
638,20,Female,3.41,686,Science,0.95,0.58,0.35,Poor
639,24,Female,2.66,727,Arts,0.96,0.78,0.31,Good
640,28,Female,2.78,615,Engineering,0.62,0.05,0.56,Poor
641,28,Female,3.48,471,Arts,0.65,0.58,0.32,Poor
642,19,Male,3.2,404,Arts,0.61,0.37,0.25,Poor
643,29,Male,3.34,497,Arts,0.83,0.58,0.94,Poor
644,26,Male,2.78,752,Engineering,0.69,0.25,0.04,Average
645,27,Male,2.98,307,Science,0.94,0.67,0.44,Good
646,27,Female,3.98,351,Arts,0.79,0.67,0.51,Average
647,29,Male,2.43,212,Engineering,0.94,0.54,0.44,Poor
648,18,Male,2.84,278,Arts,0.82,0.92,0.66,Good
649,23,Male,2.58,753,Science,0.92,0.91,0.03,Good
650,24,Female,3.53,368,Arts,0.75,0.05,0.88,Good
651,25,Male,3.53,448,Arts,0.98,0.29,0.5,Average
652,27,Female,2.58,320,Arts,0.87,0.36,0.55,Good
653,26,Male,2.16,586,Science,0.84,0.06,0.46,Good
654,19,Female,2.02,638,Science,0.74,0.52,0.44,Good
655,28,Male,2.85,471,Engineering,0.97,0.02,0.19,Good
656,27,Female,2.82,499,Arts,0.74,0.68,0.5,Poor
657,19,Male,3.98,672,Arts,0.93,0.0,0.42,Good
658,22,Female,2.94,357,Arts,0.76,0.03,0.47,Poor
659,22,Female,2.51,426,Arts,0.91,0.83,0.01,Good
660,23,Male,3.78,620,Science,0.96,0.25,0.13,Good
661,20,Female,2.98,223,Science,0.79,0.08,0.76,Average
662,25,Female,3.2,737,Arts,0.81,0.4,0.42,Average
663,18,Male,2.19,769,Arts,0.73,0.05,0.74,Average
664,23,Male,2.77,739,Arts,0.62,0.75,0.17,Good
665,21,Female,3.89,327,Arts,0.86,0.49,0.7,Poor
666,18,Male,3.18,293,Engineering,0.65,0.55,0.29,Average
667,24,Male,2.69,620,Engineering,0.74,0.75,0.71,Average
668,26,Male,3.25,471,Arts,0.74,0.78,0.09,Good
669,21,Female,3.82,683,Arts,0.66,0.14,0.33,Average
670,21,Female,2.55,204,Arts,0.87,0.28,0.12,Good
671,23,Female,3.01,356,Engineering,0.67,0.18,0.63,Poor
672,29,Female,3.92,251,Science,0.91,0.05,0.39,Good
673,20,Female,2.34,442,Engineering,0.7,0.54,0.07,Poor
674,29,Female,3.44,619,Engineering,0.71,0.25,0.53,Poor
675,23,Female,3.23,624,Arts,0.74,0.15,0.02,Good
676,24,Male,3.36,279,Arts,0.66,0.51,0.82,Good
677,28,Female,2.7,553,Science,0.77,0.63,0.94,Poor
678,27,Female,2.63,492,Arts,0.63,0.77,0.81,Average
679,27,Male,3.37,315,Arts,0.77,0.02,0.95,Good
680,20,Male,2.43,728,Science,0.74,0.53,0.9,Good
681,24,Male,2.84,679,Arts,0.74,0.27,0.89,Good
682,20,Female,2.38,487,Arts,0.86,0.99,0.25,Poor
683,19,Male,2.02,676,Arts,0.91,0.16,0.23,Average
684,29,Female,3.94,224,Engineering,0.74,0.44,0.81,Good
685,27,Female,2.86,630,Arts,0.7,0.97,0.49,Good
686,21,Female,3.94,477,Engineering,0.8,0.21,0.94,Average
687,29,Male,2.28,516,Arts,0.92,0.81,0.9,Poor
688,25,Male,3.17,557,Arts,0.86,0.24,0.89,Good
689,26,Female,2.4,475,Engineering,0.62,0.08,0.33,Good
690,24,Female,3.58,543,Engineering,0.79,0.04,0.13,Poor
691,18,Female,3.57,630,Arts,1.0,0.95,0.68,Good
692,20,Male,2.23,758,Science,0.74,0.21,0.44,Poor
693,29,Female,3.82,762,Arts,0.78,0.29,0.93,Average
694,26,Male,2.39,638,Engineering,0.71,0.97,0.85,Average
695,29,Female,3.23,661,Arts,0.8,0.66,0.93,Poor
696,18,Male,3.97,469,Arts,0.66,0.49,0.57,Poor
697,26,Female,3.76,630,Engineering,0.7,0.44,0.53,Poor
698,25,Male,3.91,220,Science,0.88,0.05,0.85,Average
699,18,Male,2.69,342,Science,0.66,0.84,0.51,Average
700,23,Male,2.21,552,Engineering,0.97,0.76,0.9,Good
701,22,Male,2.38,664,Engineering,0.72,0.09,0.03,Poor
702,23,Male,3.0,667,Arts,0.83,0.35,0.36,Poor
703,27,Male,3.59,712,Engineering,0.73,0.89,0.83,Good
704,29,Female,2.3,663,Engineering,0.79,0.24,0.21,Good
705,22,Female,3.32,593,Arts,0.96,0.61,0.4,Average
706,23,Female,2.65,257,Arts,0.63,0.49,0.01,Good
707,22,Female,2.68,325,Arts,0.94,0.82,0.3,Good
708,28,Male,3.32,660,Science,0.82,0.04,0.32,Poor
709,29,Female,2.93,251,Science,0.87,0.82,0.73,Good
710,22,Male,3.62,468,Engineering,0.62,0.14,0.68,Poor
711,21,Male,2.31,295,Arts,0.9,0.02,0.44,Poor
712,20,Male,3.58,472,Engineering,0.65,0.6,0.73,Poor
713,20,Female,2.13,522,Engineering,0.99,0.26,0.43,Good
714,21,Male,2.39,772,Science,0.92,0.71,0.43,Good
715,26,Female,3.31,332,Science,0.8,0.47,0.65,Poor
716,19,Female,3.71,288,Engineering,0.97,0.61,0.72,Average
717,26,Female,2.51,204,Arts,0.67,0.69,0.85,Average
718,18,Female,2.65,556,Science,1.0,0.93,0.75,Poor
719,18,Female,3.07,542,Science,0.89,0.82,0.67,Average
720,22,Male,2.42,403,Science,0.64,0.5,0.56,Good
721,23,Male,3.62,772,Engineering,0.81,0.44,0.31,Poor
722,23,Female,3.55,670,Science,0.88,0.65,0.26,Good
723,20,Male,2.29,663,Arts,0.85,0.73,0.84,Average
724,24,Female,2.93,696,Science,0.77,0.17,0.72,Average
725,26,Male,3.55,262,Engineering,0.7,0.03,0.67,Good
726,28,Male,2.67,755,Engineering,0.7,0.45,0.26,Average
727,29,Male,3.27,438,Engineering,0.97,0.1,0.97,Average
728,27,Male,2.1,739,Engineering,0.69,0.27,0.08,Good
729,25,Male,3.22,397,Arts,0.98,0.58,0.84,Good
730,23,Male,2.31,229,Engineering,0.68,0.15,0.21,Good
731,29,Male,3.66,408,Science,0.75,0.03,0.39,Good
732,25,Male,2.71,262,Arts,0.6,0.55,0.43,Average
733,29,Male,2.56,256,Engineering,0.96,0.47,0.66,Good
734,22,Male,3.68,632,Engineering,0.64,0.31,0.55,Poor
735,25,Male,2.1,507,Arts,0.74,0.47,0.19,Average
736,27,Male,2.79,774,Science,0.94,0.68,0.03,Average
737,29,Male,2.74,665,Arts,0.92,0.11,0.72,Good
738,21,Female,2.57,306,Science,0.94,0.26,0.5,Average
739,27,Male,3.82,799,Science,0.97,0.79,0.36,Good
740,25,Male,3.5,500,Engineering,0.96,0.67,0.28,Average
741,27,Male,2.13,245,Arts,0.91,0.27,0.82,Good
742,29,Male,3.43,276,Arts,0.83,0.4,0.8,Average
743,19,Male,3.05,368,Engineering,0.82,0.12,0.83,Poor
744,29,Male,3.8,328,Engineering,0.61,0.25,0.22,Good
745,29,Female,2.63,467,Science,0.89,0.84,0.85,Good
746,22,Female,3.15,799,Engineering,0.69,0.44,0.99,Poor
747,26,Female,3.0,784,Arts,0.93,0.64,0.6,Good
748,21,Male,2.98,618,Engineering,0.82,0.16,0.05,Average
749,28,Male,2.91,360,Engineering,0.99,0.18,0.7,Average
750,23,Male,2.41,257,Engineering,0.68,0.94,0.54,Average
751,18,Female,3.51,583,Engineering,0.89,0.84,0.71,Poor
752,26,Male,2.9,709,Engineering,0.82,0.79,0.19,Poor
753,18,Male,3.92,629,Science,0.97,0.33,0.61,Average
754,22,Female,2.52,539,Engineering,0.71,0.56,0.54,Poor
755,21,Female,3.37,777,Engineering,0.62,0.49,0.6,Good
756,29,Male,3.88,225,Arts,0.82,0.96,0.73,Poor
757,20,Male,3.33,788,Engineering,0.81,0.24,0.54,Good
758,23,Male,3.74,571,Arts,0.72,0.95,0.32,Average
759,19,Male,3.65,235,Arts,0.99,0.71,0.31,Average
760,20,Female,2.72,730,Arts,0.63,0.41,0.7,Average
761,22,Male,3.2,466,Arts,0.83,0.27,0.66,Poor
762,26,Male,2.31,631,Science,0.7,0.76,0.42,Average
763,19,Female,3.07,218,Science,0.6,0.82,0.35,Poor
764,27,Male,2.46,538,Arts,1.0,0.36,0.62,Average
765,25,Male,3.49,339,Science,0.79,0.17,0.31,Good
766,19,Female,3.06,266,Science,0.94,0.49,0.96,Poor
767,28,Female,2.82,729,Engineering,0.94,0.47,0.6,Good
768,22,Male,2.54,568,Science,0.92,0.73,0.59,Good
769,24,Female,4.0,460,Arts,0.78,0.97,0.14,Good
770,25,Female,2.14,778,Arts,0.96,0.53,0.61,Average
771,18,Male,2.09,781,Arts,0.75,0.73,0.29,Good
772,23,Female,2.43,402,Arts,0.76,0.35,0.45,Good
773,18,Male,3.94,609,Engineering,0.7,0.6,0.54,Good
774,19,Male,3.96,279,Science,0.78,0.12,0.48,Poor
775,18,Male,3.31,312,Arts,0.99,0.81,0.81,Poor
776,28,Male,3.76,336,Engineering,0.83,0.34,0.1,Poor
777,22,Female,2.43,388,Arts,0.93,0.08,0.17,Poor
778,27,Male,3.94,476,Science,0.71,0.99,0.16,Poor
779,26,Male,2.29,302,Engineering,0.98,0.9,0.82,Poor
780,23,Male,2.2,306,Science,0.61,0.2,0.12,Poor
781,28,Male,2.22,774,Engineering,0.97,0.36,0.97,Average
782,28,Female,3.15,372,Arts,0.96,0.94,0.97,Poor
783,18,Female,3.56,530,Arts,0.63,0.8,0.99,Good
784,18,Female,2.73,390,Science,0.84,0.91,0.98,Average
785,19,Male,3.96,424,Science,0.91,0.56,0.15,Poor
786,26,Female,2.87,522,Engineering,0.76,0.24,0.66,Poor
787,20,Female,2.3,707,Science,0.64,0.23,0.4,Good
788,18,Male,2.93,747,Science,0.93,0.53,0.73,Good
789,22,Female,3.36,333,Arts,0.79,0.92,0.41,Good
790,24,Male,3.66,236,Arts,0.71,0.63,0.38,Average
791,23,Female,2.92,292,Arts,0.63,0.03,0.9,Average
792,29,Female,3.19,274,Arts,0.86,0.56,0.49,Average
793,18,Female,2.53,382,Arts,0.62,0.61,0.74,Average
794,22,Female,3.29,658,Arts,0.92,0.58,0.65,Good
795,22,Male,3.97,608,Arts,0.91,0.69,0.66,Good
796,23,Male,2.1,406,Engineering,0.73,0.29,0.35,Good
797,20,Female,3.77,444,Arts,0.79,0.14,0.25,Good
798,22,Male,3.12,532,Arts,0.87,0.75,0.89,Good
799,24,Female,2.5,724,Arts,0.98,0.2,0.02,Poor
800,22,Female,3.91,493,Arts,0.81,0.11,0.17,Good
801,22,Female,2.97,472,Arts,1.0,0.36,0.13,Good
802,22,Female,2.66,578,Science,0.73,0.83,0.95,Poor
803,27,Female,2.36,225,Science,0.81,0.08,0.01,Average
804,27,Female,2.49,743,Arts,0.65,0.2,0.01,Good
805,20,Male,3.67,290,Arts,0.82,0.48,0.23,Poor
806,18,Male,3.23,675,Arts,0.81,0.29,0.28,Poor
807,22,Female,3.83,387,Engineering,0.94,0.72,0.56,Poor
808,26,Male,2.46,768,Arts,1.0,0.67,0.96,Poor
809,18,Female,2.24,394,Engineering,0.99,0.84,0.47,Average
810,20,Male,2.01,733,Engineering,0.69,0.2,0.29,Average
811,21,Male,3.02,284,Arts,0.74,0.65,0.82,Average
812,18,Male,4.0,791,Science,0.71,0.77,0.39,Good
813,18,Female,3.39,276,Arts,0.68,0.06,0.14,Poor
814,25,Male,2.62,529,Arts,0.66,0.04,0.79,Good
815,19,Female,3.75,582,Science,0.8,0.56,0.0,Poor
816,29,Female,3.56,632,Science,0.95,0.59,0.21,Poor
817,25,Female,2.03,576,Arts,0.84,0.39,0.64,Average
818,24,Male,3.63,540,Arts,0.95,0.04,0.1,Average
819,27,Male,2.6,376,Engineering,0.98,0.4,0.26,Good
820,27,Male,2.3,625,Science,0.75,0.64,0.39,Poor
821,19,Female,2.45,623,Engineering,0.93,0.7,0.4,Poor
822,23,Female,2.94,373,Engineering,0.62,0.49,0.97,Good
823,23,Male,2.85,605,Engineering,0.79,0.53,0.68,Average
824,20,Female,2.58,281,Engineering,0.75,0.67,0.04,Poor
825,28,Male,2.34,220,Science,0.68,0.45,0.22,Poor
826,19,Male,3.52,597,Science,0.78,0.26,0.62,Poor
827,29,Male,3.98,529,Science,0.78,0.22,0.71,Average
828,18,Male,3.56,424,Arts,0.92,0.75,0.38,Average
829,23,Female,2.59,601,Engineering,0.95,0.49,0.86,Good
830,29,Male,2.49,637,Arts,0.86,0.62,0.94,Average
831,22,Male,2.44,471,Science,0.85,0.47,0.61,Average
832,28,Male,2.27,479,Science,0.64,0.82,0.56,Good
833,26,Male,3.1,422,Arts,0.83,0.5,0.75,Good
834,18,Male,3.21,786,Engineering,0.71,0.99,0.78,Poor
835,24,Male,3.41,708,Science,0.72,0.24,0.22,Average
836,22,Male,3.36,541,Engineering,0.64,0.14,0.48,Good
837,22,Female,2.58,241,Engineering,0.85,0.37,0.45,Good
838,19,Female,2.66,375,Science,0.83,0.92,0.94,Poor
839,28,Female,3.36,444,Arts,0.69,0.85,0.11,Average
840,20,Female,2.7,452,Engineering,0.71,0.25,0.94,Poor
841,24,Male,2.43,473,Arts,0.91,0.6,0.57,Average
842,23,Female,2.75,533,Engineering,0.92,0.59,0.29,Good
843,29,Female,2.54,210,Engineering,0.8,0.29,0.87,Poor
844,19,Female,2.18,351,Science,0.66,0.24,0.05,Average
845,23,Male,3.66,388,Arts,0.62,0.39,0.32,Good
846,19,Female,3.71,410,Engineering,0.71,0.79,0.75,Poor
847,19,Female,2.44,296,Arts,0.89,0.19,0.83,Poor
848,19,Male,2.13,538,Engineering,0.84,0.45,0.17,Good
849,28,Female,3.48,246,Arts,0.89,0.48,0.94,Average
850,20,Male,2.42,256,Arts,0.79,0.94,0.05,Average
851,19,Female,2.79,274,Science,0.9,0.3,0.43,Poor
852,21,Male,2.13,453,Engineering,0.79,0.02,0.1,Good
853,26,Female,2.45,770,Engineering,0.63,0.69,0.1,Average
854,23,Female,3.59,797,Engineering,0.63,0.76,0.91,Average
855,18,Female,3.61,369,Engineering,0.93,0.7,0.9,Average
856,25,Male,2.41,345,Science,0.85,0.7,0.62,Poor
857,29,Female,2.67,232,Science,0.71,0.48,0.97,Poor
858,24,Male,2.27,714,Engineering,0.9,0.02,0.49,Poor
859,27,Male,2.15,456,Arts,0.65,0.73,0.78,Average
